MolWt,NumRotatableBonds,NumHDonors,NumHAcceptors,TPSA
46.069,0,1,1,20.23
46.069,0,1,1,20.23
45.085,0,1,1,12.03
46.069,0,0,1,9.23
46.069,0,0,1,9.23
46.069,0,0,1,9.23
64.515,0,0,0,0.0
64.515,0,0,0,0.0
46.069,0,1,1,20.23
45.085,0,1,1,12.03
108.966,0,0,0,0.0
44.096999999999994,0,0,0,0.0
59.111999999999995,0,0,1,3.24
59.111999999999995,0,0,1,3.24
108.966,0,0,0,0.0
46.069,0,1,1,20.23
46.069,0,1,1,20.23
60.05200000000001,0,1,1,37.3
46.069,0,0,1,9.23
60.05200000000001,0,1,1,37.3
60.05200000000001,0,1,1,37.3
45.084999999999994,0,1,1,26.02
84.162,0,0,0,0.0
108.966,0,0,0,0.0
84.162,0,0,0,0.0
46.069,0,1,1,20.23
45.084999999999994,0,1,1,26.02
45.084999999999994,0,1,1,26.02
64.515,0,0,0,0.0
108.966,0,0,0,0.0
64.515,0,0,0,0.0
64.515,0,0,0,0.0
84.162,0,0,0,0.0
64.515,0,0,0,0.0
46.069,0,0,1,9.23
60.05200000000001,0,1,1,37.3
44.096999999999994,0,0,0,0.0
84.162,0,0,0,0.0
46.069,0,0,1,9.23
84.162,0,0,0,0.0
108.966,0,0,0,0.0
45.085,0,1,1,12.03
108.966,0,0,0,0.0
84.162,0,0,0,0.0
59.111999999999995,0,0,1,3.24
108.966,0,0,0,0.0
59.111999999999995,0,0,1,3.24
44.096999999999994,0,0,0,0.0
45.084999999999994,0,1,1,26.02
46.069,0,1,1,20.23
59.111999999999995,0,0,1,3.24
46.069,0,0,1,9.23
84.162,0,0,0,0.0
45.084999999999994,0,1,1,26.02
59.111999999999995,0,0,1,3.24
45.085,0,1,1,12.03
44.096999999999994,0,0,0,0.0
60.05200000000001,0,1,1,37.3
44.096999999999994,0,0,0,0.0
45.084999999999994,0,1,1,26.02
45.085,0,1,1,12.03
46.069,0,0,1,9.23
46.069,0,0,1,9.23
46.069,0,1,1,20.23
45.084999999999994,0,1,1,26.02
45.085,0,1,1,12.03
108.966,0,0,0,0.0
60.05200000000001,0,1,1,37.3
44.096999999999994,0,0,0,0.0
44.096999999999994,0,0,0,0.0
84.162,0,0,0,0.0
59.111999999999995,0,0,1,3.24
46.069,0,1,1,20.23
84.162,0,0,0,0.0
46.069,0,0,1,9.23
84.162,0,0,0,0.0
60.05200000000001,0,1,1,37.3
46.069,0,0,1,9.23
45.084999999999994,0,1,1,26.02
46.069,0,0,1,9.23
84.162,0,0,0,0.0
64.515,0,0,0,0.0
108.966,0,0,0,0.0
46.069,0,1,1,20.23
84.162,0,0,0,0.0
59.111999999999995,0,0,1,3.24
108.966,0,0,0,0.0
45.084999999999994,0,1,1,26.02
44.096999999999994,0,0,0,0.0
45.085,0,1,1,12.03
44.096999999999994,0,0,0,0.0
45.085,0,1,1,12.03
46.069,0,1,1,20.23
44.096999999999994,0,0,0,0.0
44.096999999999994,0,0,0,0.0
45.085,0,1,1,12.03
44.096999999999994,0,0,0,0.0
84.162,0,0,0,0.0
45.084999999999994,0,1,1,26.02
60.05200000000001,0,1,1,37.3
45.085,0,1,1,12.03
46.069,0,0,1,9.23
108.966,0,0,0,0.0
84.162,0,0,0,0.0
64.515,0,0,0,0.0
44.096999999999994,0,0,0,0.0
44.096999999999994,0,0,0,0.0
59.111999999999995,0,0,1,3.24
45.084999999999994,0,1,1,26.02
108.966,0,0,0,0.0
64.515,0,0,0,0.0
46.069,0,1,1,20.23
46.069,0,1,1,20.23
45.084999999999994,0,1,1,26.02
84.162,0,0,0,0.0
60.05200000000001,0,1,1,37.3
46.069,0,1,1,20.23
46.069,0,0,1,9.23
46.069,0,1,1,20.23
44.096999999999994,0,0,0,0.0
45.085,0,1,1,12.03
46.069,0,1,1,20.23
45.085,0,1,1,12.03
60.05200000000001,0,1,1,37.3
108.966,0,0,0,0.0
46.069,0,0,1,9.23
44.096999999999994,0,0,0,0.0
59.111999999999995,0,0,1,3.24
84.162,0,0,0,0.0
108.966,0,0,0,0.0
45.084999999999994,0,1,1,26.02
46.069,0,1,1,20.23
46.069,0,1,1,20.23
64.515,0,0,0,0.0
46.069,0,1,1,20.23
44.096999999999994,0,0,0,0.0
64.515,0,0,0,0.0
46.069,0,0,1,9.23
64.515,0,0,0,0.0
46.069,0,1,1,20.23
45.084999999999994,0,1,1,26.02
60.05200000000001,0,1,1,37.3
46.069,0,1,1,20.23
60.05200000000001,0,1,1,37.3
46.069,0,1,1,20.23
46.069,0,1,1,20.23
44.096999999999994,0,0,0,0.0
46.069,0,1,1,20.23
45.085,0,1,1,12.03
60.05200000000001,0,1,1,37.3
60.05200000000001,0,1,1,37.3
45.084999999999994,0,1,1,26.02
60.05200000000001,0,1,1,37.3
108.966,0,0,0,0.0
59.111999999999995,0,0,1,3.24
60.05200000000001,0,1,1,37.3
45.084999999999994,0,1,1,26.02
46.069,0,0,1,9.23
45.085,0,1,1,12.03
45.085,0,1,1,12.03
46.069,0,1,1,20.23
46.069,0,1,1,20.23
46.069,0,0,1,9.23
64.515,0,0,0,0.0
108.966,0,0,0,0.0
46.069,0,1,1,20.23
59.111999999999995,0,0,1,3.24
44.096999999999994,0,0,0,0.0
84.162,0,0,0,0.0
60.05200000000001,0,1,1,37.3
108.966,0,0,0,0.0
46.069,0,1,1,20.23
45.085,0,1,1,12.03
45.084999999999994,0,1,1,26.02
59.111999999999995,0,0,1,3.24
64.515,0,0,0,0.0
46.069,0,1,1,20.23
108.966,0,0,0,0.0
45.085,0,1,1,12.03
84.162,0,0,0,0.0
44.096999999999994,0,0,0,0.0
84.162,0,0,0,0.0
45.084999999999994,0,1,1,26.02
45.084999999999994,0,1,1,26.02
45.085,0,1,1,12.03
44.096999999999994,0,0,0,0.0
45.085,0,1,1,12.03
64.515,0,0,0,0.0
108.966,0,0,0,0.0
59.111999999999995,0,0,1,3.24
45.085,0,1,1,12.03
44.096999999999994,0,0,0,0.0
45.085,0,1,1,12.03
44.096999999999994,0,0,0,0.0
44.096999999999994,0,0,0,0.0
45.085,0,1,1,12.03
60.05200000000001,0,1,1,37.3
46.069,0,0,1,9.23
45.084999999999994,0,1,1,26.02
64.515,0,0,0,0.0
108.966,0,0,0,0.0
45.084999999999994,0,1,1,26.02
46.069,0,0,1,9.23
60.05200000000001,0,1,1,37.3
84.162,0,0,0,0.0
46.069,0,0,1,9.23
44.096999999999994,0,0,0,0.0
59.111999999999995,0,0,1,3.24
84.162,0,0,0,0.0
108.966,0,0,0,0.0
60.05200000000001,0,1,1,37.3
46.069,0,0,1,9.23
45.085,0,1,1,12.03
44.096999999999994,0,0,0,0.0
59.111999999999995,0,0,1,3.24
46.069,0,0,1,9.23
46.069,0,0,1,9.23
84.162,0,0,0,0.0
46.069,0,0,1,9.23
59.111999999999995,0,0,1,3.24
45.085,0,1,1,12.03
46.069,0,0,1,9.23
45.084999999999994,0,1,1,26.02
44.096999999999994,0,0,0,0.0
108.966,0,0,0,0.0
45.084999999999994,0,1,1,26.02
46.069,0,0,1,9.23
84.162,0,0,0,0.0
45.084999999999994,0,1,1,26.02
46.069,0,0,1,9.23
46.069,0,1,1,20.23
64.515,0,0,0,0.0
64.515,0,0,0,0.0
46.069,0,1,1,20.23
108.966,0,0,0,0.0
59.111999999999995,0,0,1,3.24
46.069,0,0,1,9.23
108.966,0,0,0,0.0
64.515,0,0,0,0.0
44.096999999999994,0,0,0,0.0
59.111999999999995,0,0,1,3.24
84.162,0,0,0,0.0
64.515,0,0,0,0.0
45.084999999999994,0,1,1,26.02
45.084999999999994,0,1,1,26.02
46.069,0,0,1,9.23
108.966,0,0,0,0.0
45.085,0,1,1,12.03
46.069,0,0,1,9.23
60.05200000000001,0,1,1,37.3
60.05200000000001,0,1,1,37.3
59.111999999999995,0,0,1,3.24
44.096999999999994,0,0,0,0.0
44.096999999999994,0,0,0,0.0
45.084999999999994,0,1,1,26.02
84.162,0,0,0,0.0
64.515,0,0,0,0.0
84.162,0,0,0,0.0
46.069,0,0,1,9.23
45.084999999999994,0,1,1,26.02
108.966,0,0,0,0.0
46.069,0,0,1,9.23
45.084999999999994,0,1,1,26.02
45.084999999999994,0,1,1,26.02
59.111999999999995,0,0,1,3.24
64.515,0,0,0,0.0
46.069,0,1,1,20.23
64.515,0,0,0,0.0
45.085,0,1,1,12.03
59.111999999999995,0,0,1,3.24
59.111999999999995,0,0,1,3.24
108.966,0,0,0,0.0
84.162,0,0,0,0.0
44.096999999999994,0,0,0,0.0
46.069,0,0,1,9.23
84.162,0,0,0,0.0
84.162,0,0,0,0.0
45.084999999999994,0,1,1,26.02
45.085,0,1,1,12.03
60.05200000000001,0,1,1,37.3
60.05200000000001,0,1,1,37.3
45.085,0,1,1,12.03
84.162,0,0,0,0.0
44.096999999999994,0,0,0,0.0
84.162,0,0,0,0.0
46.069,0,0,1,9.23
45.084999999999994,0,1,1,26.02
108.966,0,0,0,0.0
64.515,0,0,0,0.0
59.111999999999995,0,0,1,3.24
45.084999999999994,0,1,1,26.02
46.069,0,1,1,20.23
59.111999999999995,0,0,1,3.24
64.515,0,0,0,0.0
59.111999999999995,0,0,1,3.24
64.515,0,0,0,0.0
45.084999999999994,0,1,1,26.02
45.084999999999994,0,1,1,26.02
108.966,0,0,0,0.0
45.085,0,1,1,12.03
45.085,0,1,1,12.03
108.966,0,0,0,0.0
59.111999999999995,0,0,1,3.24
46.069,0,1,1,20.23
45.085,0,1,1,12.03
46.069,0,0,1,9.23
59.111999999999995,0,0,1,3.24
46.069,0,1,1,20.23
59.111999999999995,0,0,1,3.24
46.069,0,1,1,20.23
45.084999999999994,0,1,1,26.02
59.111999999999995,0,0,1,3.24
46.069,0,1,1,20.23
84.162,0,0,0,0.0
108.966,0,0,0,0.0
45.085,0,1,1,12.03
108.966,0,0,0,0.0
108.966,0,0,0,0.0
44.096999999999994,0,0,0,0.0
45.085,0,1,1,12.03
60.05200000000001,0,1,1,37.3
45.085,0,1,1,12.03
45.085,0,1,1,12.03
45.084999999999994,0,1,1,26.02
46.069,0,0,1,9.23
45.084999999999994,0,1,1,26.02
44.096999999999994,0,0,0,0.0
45.084999999999994,0,1,1,26.02
59.111999999999995,0,0,1,3.24
108.966,0,0,0,0.0
45.085,0,1,1,12.03
59.111999999999995,0,0,1,3.24
84.162,0,0,0,0.0
46.069,0,1,1,20.23
64.515,0,0,0,0.0
45.084999999999994,0,1,1,26.02
108.966,0,0,0,0.0
46.069,0,0,1,9.23
84.162,0,0,0,0.0
45.084999999999994,0,1,1,26.02
44.096999999999994,0,0,0,0.0
108.966,0,0,0,0.0
60.05200000000001,0,1,1,37.3
64.515,0,0,0,0.0
45.085,0,1,1,12.03
59.111999999999995,0,0,1,3.24
45.084999999999994,0,1,1,26.02
84.162,0,0,0,0.0
45.085,0,1,1,12.03
64.515,0,0,0,0.0
46.069,0,0,1,9.23
64.515,0,0,0,0.0
45.084999999999994,0,1,1,26.02
46.069,0,1,1,20.23
108.966,0,0,0,0.0
60.05200000000001,0,1,1,37.3
60.05200000000001,0,1,1,37.3
60.05200000000001,0,1,1,37.3
59.111999999999995,0,0,1,3.24
44.096999999999994,0,0,0,0.0
45.085,0,1,1,12.03
44.096999999999994,0,0,0,0.0
45.085,0,1,1,12.03
44.096999999999994,0,0,0,0.0
60.05200000000001,0,1,1,37.3
60.05200000000001,0,1,1,37.3
84.162,0,0,0,0.0
60.05200000000001,0,1,1,37.3
46.069,0,1,1,20.23
46.069,0,0,1,9.23
45.084999999999994,0,1,1,26.02
108.966,0,0,0,0.0
46.069,0,1,1,20.23
108.966,0,0,0,0.0
108.966,0,0,0,0.0
60.05200000000001,0,1,1,37.3
59.111999999999995,0,0,1,3.24
60.05200000000001,0,1,1,37.3
44.096999999999994,0,0,0,0.0
46.069,0,0,1,9.23
60.05200000000001,0,1,1,37.3
46.069,0,0,1,9.23
45.085,0,1,1,12.03
59.111999999999995,0,0,1,3.24
108.966,0,0,0,0.0
44.096999999999994,0,0,0,0.0
46.069,0,0,1,9.23
108.966,0,0,0,0.0
44.096999999999994,0,0,0,0.0
45.085,0,1,1,12.03
108.966,0,0,0,0.0
60.05200000000001,0,1,1,37.3
46.069,0,0,1,9.23
46.069,0,0,1,9.23
64.515,0,0,0,0.0
64.515,0,0,0,0.0
84.162,0,0,0,0.0
108.966,0,0,0,0.0
45.085,0,1,1,12.03
44.096999999999994,0,0,0,0.0
59.111999999999995,0,0,1,3.24
60.05200000000001,0,1,1,37.3
84.162,0,0,0,0.0
46.069,0,1,1,20.23
45.085,0,1,1,12.03
46.069,0,1,1,20.23
44.096999999999994,0,0,0,0.0
45.085,0,1,1,12.03
46.069,0,0,1,9.23
45.084999999999994,0,1,1,26.02
46.069,0,1,1,20.23
46.069,0,1,1,20.23
45.084999999999994,0,1,1,26.02
45.085,0,1,1,12.03
46.069,0,0,1,9.23
84.162,0,0,0,0.0
46.069,0,1,1,20.23
60.05200000000001,0,1,1,37.3
59.111999999999995,0,0,1,3.24
108.966,0,0,0,0.0
108.966,0,0,0,0.0
45.085,0,1,1,12.03
44.096999999999994,0,0,0,0.0
60.05200000000001,0,1,1,37.3
108.966,0,0,0,0.0
44.096999999999994,0,0,0,0.0
46.069,0,1,1,20.23
64.515,0,0,0,0.0
84.162,0,0,0,0.0
59.111999999999995,0,0,1,3.24
45.085,0,1,1,12.03
108.966,0,0,0,0.0
59.111999999999995,0,0,1,3.24
59.111999999999995,0,0,1,3.24
108.966,0,0,0,0.0
108.966,0,0,0,0.0
108.966,0,0,0,0.0
84.162,0,0,0,0.0
60.05200000000001,0,1,1,37.3
45.084999999999994,0,1,1,26.02
59.111999999999995,0,0,1,3.24
45.084999999999994,0,1,1,26.02
44.096999999999994,0,0,0,0.0
44.096999999999994,0,0,0,0.0
46.069,0,1,1,20.23
60.05200000000001,0,1,1,37.3
45.085,0,1,1,12.03
59.111999999999995,0,0,1,3.24
60.05200000000001,0,1,1,37.3
45.085,0,1,1,12.03
45.084999999999994,0,1,1,26.02
59.111999999999995,0,0,1,3.24
45.084999999999994,0,1,1,26.02
46.069,0,0,1,9.23
59.111999999999995,0,0,1,3.24
45.085,0,1,1,12.03
108.966,0,0,0,0.0
44.096999999999994,0,0,0,0.0
46.069,0,1,1,20.23
84.162,0,0,0,0.0
64.515,0,0,0,0.0
108.966,0,0,0,0.0
46.069,0,1,1,20.23
59.111999999999995,0,0,1,3.24
46.069,0,1,1,20.23
46.069,0,0,1,9.23
108.966,0,0,0,0.0
84.162,0,0,0,0.0
59.111999999999995,0,0,1,3.24
44.096999999999994,0,0,0,0.0
59.111999999999995,0,0,1,3.24
45.084999999999994,0,1,1,26.02
45.085,0,1,1,12.03
84.162,0,0,0,0.0
46.069,0,0,1,9.23
108.966,0,0,0,0.0
64.515,0,0,0,0.0
59.111999999999995,0,0,1,3.24
108.966,0,0,0,0.0
45.085,0,1,1,12.03
64.515,0,0,0,0.0
44.096999999999994,0,0,0,0.0
64.515,0,0,0,0.0
46.069,0,1,1,20.23
44.096999999999994,0,0,0,0.0
64.515,0,0,0,0.0
108.966,0,0,0,0.0
46.069,0,0,1,9.23
59.111999999999995,0,0,1,3.24
60.05200000000001,0,1,1,37.3
84.162,0,0,0,0.0
46.069,0,0,1,9.23
45.085,0,1,1,12.03
60.05200000000001,0,1,1,37.3
59.111999999999995,0,0,1,3.24
64.515,0,0,0,0.0
84.162,0,0,0,0.0
108.966,0,0,0,0.0
84.162,0,0,0,0.0
64.515,0,0,0,0.0
45.085,0,1,1,12.03
46.069,0,1,1,20.23
64.515,0,0,0,0.0
108.966,0,0,0,0.0
45.084999999999994,0,1,1,26.02
45.085,0,1,1,12.03
45.084999999999994,0,1,1,26.02
45.085,0,1,1,12.03
46.069,0,1,1,20.23
59.111999999999995,0,0,1,3.24
60.05200000000001,0,1,1,37.3
46.069,0,1,1,20.23
46.069,0,1,1,20.23
45.084999999999994,0,1,1,26.02
60.05200000000001,0,1,1,37.3
108.966,0,0,0,0.0
45.084999999999994,0,1,1,26.02
108.966,0,0,0,0.0
60.05200000000001,0,1,1,37.3
60.05200000000001,0,1,1,37.3
46.069,0,1,1,20.23
84.162,0,0,0,0.0
59.111999999999995,0,0,1,3.24
45.084999999999994,0,1,1,26.02
64.515,0,0,0,0.0
59.111999999999995,0,0,1,3.24
46.069,0,1,1,20.23
59.111999999999995,0,0,1,3.24
108.966,0,0,0,0.0
46.069,0,1,1,20.23
60.05200000000001,0,1,1,37.3
46.069,0,0,1,9.23
84.162,0,0,0,0.0
45.085,0,1,1,12.03
45.084999999999994,0,1,1,26.02
64.515,0,0,0,0.0
45.085,0,1,1,12.03
64.515,0,0,0,0.0
45.084999999999994,0,1,1,26.02
45.084999999999994,0,1,1,26.02
45.084999999999994,0,1,1,26.02
59.111999999999995,0,0,1,3.24
46.069,0,0,1,9.23
108.966,0,0,0,0.0
84.162,0,0,0,0.0
60.05200000000001,0,1,1,37.3
64.515,0,0,0,0.0
45.084999999999994,0,1,1,26.02
46.069,0,1,1,20.23
60.05200000000001,0,1,1,37.3
44.096999999999994,0,0,0,0.0
64.515,0,0,0,0.0
44.096999999999994,0,0,0,0.0
59.111999999999995,0,0,1,3.24
44.096999999999994,0,0,0,0.0
46.069,0,1,1,20.23
108.966,0,0,0,0.0
45.085,0,1,1,12.03
45.085,0,1,1,12.03
46.069,0,1,1,20.23
46.069,0,0,1,9.23
59.111999999999995,0,0,1,3.24
64.515,0,0,0,0.0
46.069,0,0,1,9.23
60.05200000000001,0,1,1,37.3
64.515,0,0,0,0.0
108.966,0,0,0,0.0
59.111999999999995,0,0,1,3.24
46.069,0,1,1,20.23
84.162,0,0,0,0.0
64.515,0,0,0,0.0
46.069,0,1,1,20.23
64.515,0,0,0,0.0
59.111999999999995,0,0,1,3.24
84.162,0,0,0,0.0
64.515,0,0,0,0.0
